,Product_name,Brand,Discounted_Price,Discount,Original_Price,Ratings,Total_Ratings,Product_URL
224,Saffola Aura Extra Virgin Olive and Flaxseed EV Blended...,Saffola,Rs.250,58%,Rs.600,4.4,35,https://www.flipkart.com/saffola-aura-extra-virgin-olive-flaxseed-ev-blended-oil-plastic-bottle/p/itmfbtxjb2xvfgph?pid=EDOF7TMYJNAZGMJZ&lid=LSTEDOF7TMYJNAZGMJZVW0WSP&marketplace=FLIPKART&srno=b_6_224&otracker=browse&fm=organic&iid=en_viyefxXONCtsouEJRmEo2GymL22Ag0l%2F%2BfWGghonrDvzOJIajsjrxFVb%2B08vv%2F3inAxwA8DrSPvhRt%2BDJhFA6Q%3D%3D&ssid=mlcj4mhd9s0000001591295023041
225,Leonardo Extra Light Olive Oil Plastic Bottle,Leonardo,"Rs.1,549",0%,"Rs.1,549",4.5,56,https://www.flipkart.com/leonardo-extra-light-olive-oil-plastic-bottle/p/itmf3xmthhyatkhb?pid=EDOEU6NHMFQ37EEF&lid=LSTEDOEU6NHMFQ37EEFI1U3PA&marketplace=FLIPKART&srno=b_6_225&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.EDOEU6NHMFQ37EEF.SEARCH&ssid=mlcj4mhd9s0000001591295023041
226,Pintola Classic Peanut Butter--(Crunchy) 2.5 kg,Pintola,Rs.749,5%,Rs.790,4.4,"6,931",https://www.flipkart.com/pintola-classic-peanut-butter-crunchy-2-5-kg/p/itmf5yv7fxegfhqp?pid=JASF2QMVKQTGPPQQ&lid=LSTJASF2QMVKQTGPPQQAPNYGG&marketplace=FLIPKART&srno=b_6_226&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.JASF2QMVKQTGPPQQ.SEARCH&ssid=mlcj4mhd9s0000001591295023041
227,Naturewell Unpolished Black Urad Dal (Split),Naturewell,Rs.199,33%,Rs.299,4.3,8,https://www.flipkart.com/naturewell-unpolished-black-urad-dal-split/p/itm2e6afd7939b1c?pid=PLSFRC3JEDVK6GJZ&lid=LSTPLSFRC3JEDVK6GJZ1FCYNQ&marketplace=FLIPKART&srno=b_6_227&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PLSFRC3JEDVK6GJZ.SEARCH&ssid=mlcj4mhd9s0000001591295023041
228,"Yogabar Variety Box - (Chocolate Brownie,Cranberry,Almo...",Yogabar,Rs.629,10%,Rs.699,4.4,506,https://www.flipkart.com/yogabar-variety-box-chocolate-brownie-cranberry-almond-fudge-hazlenut-6-x-60g-protein-bars/p/itm2eb2088d7b1e7?pid=PSLFCMXKTT5ZPJZR&lid=LSTPSLFCMXKTT5ZPJZRRWQSIT&marketplace=FLIPKART&srno=b_6_228&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PSLFCMXKTT5ZPJZR.SEARCH&ssid=mlcj4mhd9s0000001591295023041
229,FARMUP Corn Flour : 1 KG + Maida : 1 KG,FARMUP,Rs.460,34%,Rs.700,NA,NA,https://www.flipkart.com/farmup-corn-flour-1-kg-maida/p/itm61b33ef2282ed?pid=FLRFKSG9GGFJYSV6&lid=LSTFLRFKSG9GGFJYSV6QEJCOE&marketplace=FLIPKART&srno=b_6_229&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.FLRFKSG9GGFJYSV6.SEARCH&ssid=mlcj4mhd9s0000001591295023041
230,Saffola Fittify Gourmet Hi Protein Spanish Tomato Meal-...,Saffola,Rs.375,0%,Rs.375,3.9,105,https://www.flipkart.com/saffola-fittify-gourmet-hi-protein-spanish-tomato-meal-soup/p/itmfbd6vetsahvgb?pid=SOUFBD6V3HC93NMR&lid=LSTSOUFBD6V3HC93NMRGYWV8A&marketplace=GROCERY&srno=b_6_230&otracker=browse&fm=organic&iid=en_viyefxXONCtsouEJRmEo2GymL22Ag0l%2F%2BfWGghonrDt3xSwFmQ3OEoDVJXwMtABkT0j1SLnUw7UFW78u7YhoxA%3D%3D&ssid=mlcj4mhd9s0000001591295023041
231,Leonardo Pomace Olive Oil Plastic Bottle,Leonardo,Rs.949,0%,Rs.949,4.5,101,https://www.flipkart.com/leonardo-pomace-olive-oil-plastic-bottle/p/itmevmnccy8mfzf5?pid=EDOEU6NHS9JJTNBH&lid=LSTEDOEU6NHS9JJTNBH6PNVPZ&marketplace=FLIPKART&srno=b_6_231&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.EDOEU6NHS9JJTNBH.SEARCH&ssid=mlcj4mhd9s0000001591295023041
232,FARMUP White Combo (Split),FARMUP,Rs.580,17%,Rs.700,4.9,15,https://www.flipkart.com/farmup-white-combo-split/p/itmf5118dfc43b59?pid=PLSFKM2USYZGSXEK&lid=LSTPLSFKM2USYZGSXEKIAGLJP&marketplace=FLIPKART&srno=b_6_232&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PLSFKM2USYZGSXEK.SEARCH&ssid=mlcj4mhd9s0000001591295023041
233,Dr. Biswas Good Health (Pack of 3),Dr.,Rs.329,52%,Rs.696,4.1,"3,526",https://www.flipkart.com/dr-biswas-good-health-pack-3/p/itmfdt6swk5jhnhz?pid=VSLFDAJEJZSHEZJF&lid=LSTVSLFDAJEJZSHEZJFAK6V6N&marketplace=FLIPKART&srno=b_6_233&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.VSLFDAJEJZSHEZJF.SEARCH&ssid=mlcj4mhd9s0000001591295023041
234,Tang Orange Instant Drink Mix,Tang,Rs.182,13%,Rs.210,4.4,"8,852",https://www.flipkart.com/tang-orange-instant-drink-mix/p/itmexzyeypfrjuef?pid=CNCETZN8AU9HMQEX&lid=LSTCNCETZN8AU9HMQEXYAWV8K&marketplace=FLIPKART&srno=b_6_234&otracker=browse&fm=organic&iid=en_viyefxXONCtsouEJRmEo2GymL22Ag0l%2F%2BfWGghonrDtf9rr4OA%2BrdO5qwiPC9PJkq%2FOg7iRAbeXf2BmkyKCBXA%3D%3D&ssid=mlcj4mhd9s0000001591295023041
235,Nescafe Ultimate Kit Instant Coffee,Nescafe,Rs.664,5%,Rs.699,4.4,"6,072",https://www.flipkart.com/nescafe-ultimate-kit-instant-coffee/p/itmca41b0aac8740?pid=CFEFKFMWGZCFYXCY&lid=LSTCFEFKFMWGZCFYXCYVGMPCK&marketplace=FLIPKART&srno=b_6_235&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.CFEFKFMWGZCFYXCY.SEARCH&ssid=mlcj4mhd9s0000001591295023041
236,BIG MUSCLES Smart Gainer Weight Gainers/Mass Gainers,BIG,"Rs.1,237",10%,"Rs.1,375",3.7,23,https://www.flipkart.com/big-muscles-smart-gainer-weight-gainers-mass-gainers/p/itmf97jeq8zm459z?pid=PSLEXSBVGVGTKZWP&lid=LSTPSLEXSBVGVGTKZWPIWKSQ4&marketplace=FLIPKART&srno=b_6_236&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PSLEXSBVGVGTKZWP.SEARCH&ssid=mlcj4mhd9s0000001591295023041
237,Bliss of Earth 2x1KG Authentic Pakistani Fine Powdered ...,Bliss,Rs.480,36%,Rs.750,4.5,4,https://www.flipkart.com/bliss-earth-2x1kg-authentic-pakistani-fine-powdered-himalayan-pink-salt-healthy-cooking-weight-loss/p/itmf162958b4822b?pid=SATFPFVB9YQHNNCJ&lid=LSTSATFPFVB9YQHNNCJUYAXIJ&marketplace=FLIPKART&srno=b_6_237&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.SATFPFVB9YQHNNCJ.SEARCH&ssid=mlcj4mhd9s0000001591295023041
238,FARMUP Yellow Combo (Split),FARMUP,Rs.600,14%,Rs.700,4.9,15,https://www.flipkart.com/farmup-yellow-combo-split/p/itm28d5e2deb3ff4?pid=PLSFKM2UVJDKRSPQ&lid=LSTPLSFKM2UVJDKRSPQYRS5JA&marketplace=FLIPKART&srno=b_6_238&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PLSFKM2UVJDKRSPQ.SEARCH&ssid=mlcj4mhd9s0000001591295023041
239,Nutty Gritties US Dried Sliced Cranberries,Nutty,Rs.279,2%,Rs.285,4.3,50,https://www.flipkart.com/nutty-gritties-dried-sliced-cranberries/p/itmfc5gqh72aaczg?pid=NDFFC5AHJZ66PPSD&lid=LSTNDFFC5AHJZ66PPSDP73ZXW&marketplace=FLIPKART&srno=b_6_239&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.NDFFC5AHJZ66PPSD.SEARCH&ssid=mlcj4mhd9s0000001591295023041
240,Saffola Fittify Gourmet Ginger Basil Instant Coffee,Saffola,Rs.260,0%,Rs.260,4.3,"3,898",https://www.flipkart.com/saffola-fittify-gourmet-ginger-basil-instant-coffee/p/itmfbgz6gff5dg5f?pid=CFEFBGZ6WBTEFDDR&lid=LSTCFEFBGZ6WBTEFDDRIJ09E6&marketplace=GROCERY&srno=b_6_240&otracker=browse&fm=organic&iid=en_viyefxXONCtsouEJRmEo2GymL22Ag0l%2F%2BfWGghonrDshAg37h8M6FeKPDmVQ1v538D6YfIaCc66mK6pnIKbVwA%3D%3D&ssid=mlcj4mhd9s0000001591295023041
241,Kinsfolk EXTRA LIGHT (( Pack Of 2 )) Olive Oil Jar,Kinsfolk,"Rs.3,333",58%,"Rs.7,998",4.7,6,https://www.flipkart.com/kinsfolk-extra-light-pack-2-olive-oil-jar/p/itmfbwyxhj5vcqkg?pid=EDOFBT5V87WTHGZF&lid=LSTEDOFBT5V87WTHGZFOEUF2F&marketplace=FLIPKART&srno=b_7_241&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.EDOFBT5V87WTHGZF.SEARCH&ssid=3z9tec61yo0000001591295045795
242,"Healthkart Peanut Butter Unsweetened, Crunchy 1 kg",Healthkart,Rs.329,25%,Rs.440,3.9,223,https://www.flipkart.com/healthkart-peanut-butter-unsweetened-crunchy-1-kg/p/itmf5r66fym3zgk2?pid=JASF6C9DX3DDGZTZ&lid=LSTJASF6C9DX3DDGZTZFTCFTM&marketplace=FLIPKART&srno=b_7_242&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.JASF6C9DX3DDGZTZ.SEARCH&ssid=3z9tec61yo0000001591295045795
243,Pintola All Natural Honey Peanut Butter (Crunchy) 1 kg,Pintola,Rs.425,5%,Rs.449,4.3,"5,731",https://www.flipkart.com/pintola-all-natural-honey-peanut-butter-crunchy-1-kg/p/itmf5dqts3ft7jyf?pid=JASF5DMG4KDGMGWM&lid=LSTJASF5DMG4KDGMGWMB63PTS&marketplace=FLIPKART&srno=b_7_243&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.JASF5DMG4KDGMGWM.SEARCH&ssid=3z9tec61yo0000001591295045795
244,Cadbury Bournvita Inner Strength Nutrition Drink,Cadbury,Rs.640,9%,Rs.710,4.5,"8,939",https://www.flipkart.com/cadbury-bournvita-inner-strength-nutrition-drink/p/itmfgnmmbuc7kgyg?pid=ESRFD4GZAFCP9YMK&lid=LSTESRFD4GZAFCP9YMKHNECUK&marketplace=FLIPKART&srno=b_7_244&otracker=browse&fm=organic&iid=en_J%2FDVN2t%2Blu50e8d%2BTyMVOy9S%2By0nRctlZ%2Fk5WxY3w3dBuQqwVyYEDRyqa04wb1OXzf1jmtr%2BEZ%2Bate%2BxMQ6ZKg%3D%3D&ssid=3z9tec61yo0000001591295045795
245,MuscleBlaze Super Gainer XXL Weight Gainers/Mass Gainer...,MuscleBlaze,"Rs.1,469",30%,"Rs.2,099",4,"67,578",https://www.flipkart.com/muscleblaze-super-gainer-xxl-weight-gainers-mass-gainers/p/itmf3kctcsjqgh5j?pid=PSLEVHMCMAGJRDMP&lid=LSTPSLEVHMCMAGJRDMP1MMEND&marketplace=FLIPKART&srno=b_7_245&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.PSLEVHMCMAGJRDMP.SEARCH&ssid=3z9tec61yo0000001591295045795
246,Women's Horlicks Calseal Formula - Chocolate Flavour,Women's,Rs.274,3%,Rs.284,4.5,"3,990",https://www.flipkart.com/women-s-horlicks-calseal-formula-chocolate-flavour/p/itmf5t3fczgurgct?pid=MDMETGN57YKFAEZM&lid=LSTMDMETGN57YKFAEZMU0FZZX&marketplace=FLIPKART&srno=b_7_246&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.MDMETGN57YKFAEZM.SEARCH&ssid=3z9tec61yo0000001591295045795
247,Salz & Aroma Figs/ Anjeer Figs,Salz,Rs.447,33%,Rs.671,4.2,168,https://www.flipkart.com/salz-aroma-figs-anjeer-figs/p/itmfed2wc6zyjde4?pid=NDFFECPFSWGZZMGD&lid=LSTNDFFECPFSWGZZMGD72KPCM&marketplace=FLIPKART&srno=b_7_247&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFFECPFSWGZZMGD.SEARCH&ssid=3z9tec61yo0000001591295045795
248,Abbzorb Nutrition Abbzorb Raw Whey Protein 80% Whey Pro...,Abbzorb,"Rs.1,114",41%,"Rs.1,899",4.3,500,https://www.flipkart.com/abbzorb-nutrition-raw-whey-protein-80/p/itmfebuqpkfr5az2?pid=PSLFE6ETFVPYGNHS&lid=LSTPSLFE6ETFVPYGNHSS8K2YO&marketplace=FLIPKART&srno=b_7_248&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.PSLFE6ETFVPYGNHS.SEARCH&ssid=3z9tec61yo0000001591295045795
249,Eighty7 Cashews(200g each) - Pack of 2 Cashews,Eighty7,Rs.499,35%,Rs.774,4.2,716,https://www.flipkart.com/eighty7-cashews-200g-each-pack-2-cashews/p/itmfcd7cgf8zzgyp?pid=NDFFC8FFDPYKYCXG&lid=LSTNDFFC8FFDPYKYCXGHL3WTQ&marketplace=FLIPKART&srno=b_7_249&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFFC8FFDPYKYCXG.SEARCH&ssid=3z9tec61yo0000001591295045795
250,Cadbury Bournvita Health Drink Nutrition Drink,Cadbury,Rs.286,1%,Rs.290,4.5,"11,923",https://www.flipkart.com/cadbury-bournvita-health-drink-nutrition/p/itmfhf8pfdw8gxb5?pid=ESRFCZVQZRUREGEX&lid=LSTESRFCZVQZRUREGEXSBX0LQ&marketplace=FLIPKART&srno=b_7_250&otracker=browse&fm=organic&iid=en_J%2FDVN2t%2Blu50e8d%2BTyMVOy9S%2By0nRctlZ%2Fk5WxY3w3ceEJX4xReYSE8Kq6%2BLA4pl8TCj29BtLUyQ%2BVBw19HcDw%3D%3D&ssid=3z9tec61yo0000001591295045795
251,OZiva Plant Based Vitamin E Capsules,OZiva,Rs.749,6%,Rs.799,4.4,44,https://www.flipkart.com/oziva-plant-based-vitamin-e-capsules/p/itmc8a5da77ca53f?pid=VSLFNRYEHYHQPYGZ&lid=LSTVSLFNRYEHYHQPYGZWMCIVY&marketplace=FLIPKART&srno=b_7_251&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.VSLFNRYEHYHQPYGZ.SEARCH&ssid=3z9tec61yo0000001591295045795
252,Happilo Oven Roasted and Salted California Almonds,Happilo,Rs.268,20%,Rs.335,4.4,711,https://www.flipkart.com/happilo-oven-roasted-salted-california-almonds/p/itm38d785b96cd44?pid=SNSF4Z6VYFG8Y7WC&lid=LSTSNSF4Z6VYFG8Y7WCMSH7WF&marketplace=FLIPKART&srno=b_7_252&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.SNSF4Z6VYFG8Y7WC.SEARCH&ssid=3z9tec61yo0000001591295045795
253,Tetley Ginger Zing Black Tea Bags Box,Tetley,Rs.180,10%,Rs.200,4.3,967,https://www.flipkart.com/tetley-ginger-zing-black-tea-bags-box/p/itmfcp7tb8w64chu?pid=TEAEVHZ6DUZS7CFF&lid=LSTTEAEVHZ6DUZS7CFF1GZ3OV&marketplace=FLIPKART&srno=b_7_253&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.TEAEVHZ6DUZS7CFF.SEARCH&ssid=3z9tec61yo0000001591295045795
254,Betty Crocker Triple Choco Brownie Mix 425 g,Betty,Rs.322,2%,Rs.330,4.4,294,https://www.flipkart.com/betty-crocker-triple-choco-brownie-mix-425-g/p/itmet9fwknytydxj?pid=RYMET9FWZSB3AZZH&lid=LSTRYMET9FWZSB3AZZHIERCDH&marketplace=FLIPKART&srno=b_7_254&otracker=browse&fm=organic&iid=en_J%2FDVN2t%2Blu50e8d%2BTyMVOy9S%2By0nRctlZ%2Fk5WxY3w3dDdMwHvq6s1hXr5mhMofz3QXeK%2FOWxigzT1ZW%2B1fZmPg%3D%3D&ssid=3z9tec61yo0000001591295045795
255,Disano No. 73 Penne Pasta,Disano,Rs.198,0%,Rs.198,4.4,90,https://www.flipkart.com/disano-no-73-penne-pasta/p/itmffdwfzmfzz8nk?pid=PSAF7HFRNHKTWSJW&lid=LSTPSAF7HFRNHKTWSJW9H1UIW&marketplace=FLIPKART&srno=b_7_255&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.PSAF7HFRNHKTWSJW.SEARCH&ssid=3z9tec61yo0000001591295045795
256,Pintola All Natural Peanut Butter (Crunchy) 350 g,Pintola,Rs.155,6%,Rs.165,4.4,"23,075",https://www.flipkart.com/pintola-all-natural-peanut-butter-crunchy-350-g/p/itmf6ff2gppvvpgc?pid=JASFYS6GGWVGV8YH&lid=LSTJASFYS6GGWVGV8YHEFQFOM&marketplace=FLIPKART&srno=b_7_256&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.JASFYS6GGWVGV8YH.SEARCH&ssid=3z9tec61yo0000001591295045795
257,Eighty 7 Raisins Raisins,Eighty,Rs.174,6%,Rs.187,4.2,"1,302",https://www.flipkart.com/eighty-7-raisins/p/itm32b75d7d326b2?pid=NDFEZ2WWHHKSCSPZ&lid=LSTNDFEZ2WWHHKSCSPZLDSO3S&marketplace=FLIPKART&srno=b_7_257&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFEZ2WWHHKSCSPZ.SEARCH&ssid=3z9tec61yo0000001591295045795
258,Nestle Nan Pro Infant Formula (Stage 1),Nestle,Rs.610,0%,Rs.610,4.5,933,https://www.flipkart.com/nestle-nan-pro-infant-formula-stage-1/p/itmf6emfsg3btvnq?pid=MPWEUDAFHGRAZMZ6&lid=LSTMPWEUDAFHGRAZMZ6O06PFD&marketplace=FLIPKART&srno=b_7_258&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.MPWEUDAFHGRAZMZ6.SEARCH&ssid=3z9tec61yo0000001591295045795
259,Markstor Seedless Omani Dates,Markstor,Rs.325,7%,Rs.350,4.3,52,https://www.flipkart.com/markstor-seedless-omani-dates/p/itmf3ya2jcmzgt2u?pid=NDFF3Y3V3FTYJ2SM&lid=LSTNDFF3Y3V3FTYJ2SMLNUMJK&marketplace=FLIPKART&srno=b_7_259&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFF3Y3V3FTYJ2SM.SEARCH&ssid=3z9tec61yo0000001591295045795
260,Tang Orange Instant Drink Mix,Tang,Rs.182,13%,Rs.210,4.4,"8,852",https://www.flipkart.com/tang-orange-instant-drink-mix/p/itmexzyeypfrjuef?pid=CNCETZN8AU9HMQEX&lid=LSTCNCETZN8AU9HMQEXYAWV8K&marketplace=FLIPKART&srno=b_7_260&otracker=browse&fm=organic&iid=en_J%2FDVN2t%2Blu50e8d%2BTyMVOy9S%2By0nRctlZ%2Fk5WxY3w3dd8RZ1C1Fn5eQvHxfi9jmPKnwnDUEkRm0WBI33Uy%2B2Aw%3D%3D&ssid=3z9tec61yo0000001591295045795
261,MYFITNESS Peanut Butter Crunchy 1250G 1.25 kg,MYFITNESS,Rs.544,16%,Rs.649,4.5,197,https://www.flipkart.com/myfitness-peanut-butter-crunchy-1250g-1-25-kg/p/itm887986249093b?pid=JASFZCRBSMDU3K4U&lid=LSTJASFZCRBSMDU3K4UKIOF8K&marketplace=FLIPKART&srno=b_7_261&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.JASFZCRBSMDU3K4U.SEARCH&ssid=3z9tec61yo0000001591295045795
262,"True Elements Gluten Free, High in Protein, Regular Qui...",True,Rs.309,11%,Rs.350,4.5,196,https://www.flipkart.com/true-elements-gluten-free-high-protein-regular-quinoa/p/itmdd5fbdee51296?pid=GNMFFGXFZYBAUFF6&lid=LSTGNMFFGXFZYBAUFF6APA1W1&marketplace=FLIPKART&srno=b_7_262&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.GNMFFGXFZYBAUFF6.SEARCH&ssid=3z9tec61yo0000001591295045795
263,"Organic Forest Chia Seeds,200gm Organic Pure Packed in ...",Organic,Rs.303,10%,Rs.340,4.3,179,https://www.flipkart.com/organic-forest-chia-seeds-200gm-pure-packed-glass-containers/p/itm59d83e519614c?pid=EDSFF5Z5FYGJKZX6&lid=LSTEDSFF5Z5FYGJKZX67YS8WY&marketplace=FLIPKART&srno=b_7_263&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.EDSFF5Z5FYGJKZX6.SEARCH&ssid=3z9tec61yo0000001591295045795
264,Tang Mango Instant Drink Mix,Tang,Rs.200,4%,Rs.210,4.4,"5,480",https://www.flipkart.com/tang-mango-instant-drink-mix/p/itm643242cabb2be?pid=CNCFFY9UDZUWZ5SX&lid=LSTCNCFFY9UDZUWZ5SXOCFLLE&marketplace=FLIPKART&srno=b_7_264&otracker=browse&fm=organic&iid=en_J%2FDVN2t%2Blu50e8d%2BTyMVOy9S%2By0nRctlZ%2Fk5WxY3w3fcLe9mLKQVG3%2B15zr3b9fdjJsFuyODN8nc0WhALdsByQ%3D%3D&ssid=3z9tec61yo0000001591295045795
265,Nestle Cerelac Wheat Apple Cherry Cereal,Nestle,Rs.210,0%,Rs.210,4.5,"1,238",https://www.flipkart.com/nestle-cerelac-wheat-apple-cherry-cereal/p/itmeu2fy6bmjzdy7?pid=BBYEU2FYYYWHTHXE&lid=LSTBBYEU2FYYYWHTHXE2PBCAB&marketplace=FLIPKART&srno=b_7_265&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.BBYEU2FYYYWHTHXE.SEARCH&ssid=3z9tec61yo0000001591295045795
266,AS-IT-IS Nutrition Whey Protein Isolate - 2 kg Whey Pro...,AS-IT-IS,"Rs.2,599",26%,"Rs.3,514",4.4,240,https://www.flipkart.com/as-it-is-nutrition-whey-protein-isolate-2-kg/p/itm2f53a40c210ea?pid=PSLFNJ4GGGKVKK8K&lid=LSTPSLFNJ4GGGKVKK8KRSRUV5&marketplace=FLIPKART&srno=b_7_266&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.PSLFNJ4GGGKVKK8K.SEARCH&ssid=3z9tec61yo0000001591295045795
267,Wonderland Foods Roasted and Salted Jumbo Size Pistachi...,Wonderland,Rs.899,25%,"Rs.1,199",4.1,47,https://www.flipkart.com/wonderland-foods-roasted-salted-jumbo-size-pistachios/p/itm31dfa26445cb4?pid=NDFFN2E6GDH9VP7W&lid=LSTNDFFN2E6GDH9VP7W2R3UQT&marketplace=FLIPKART&srno=b_7_267&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFFN2E6GDH9VP7W.SEARCH&ssid=3z9tec61yo0000001591295045795
268,FARMUP Combo,FARMUP Combo,Rs.580,17%,Rs.700,4.9,15,https://www.flipkart.com/farmup-combo/p/itm64ade1876db8f?pid=PLSFKMR86VTGHPF5&lid=LSTPLSFKMR86VTGHPF5STYKXN&marketplace=FLIPKART&srno=b_7_268&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.PLSFKMR86VTGHPF5.SEARCH&ssid=3z9tec61yo0000001591295045795
269,Soft Art Celebrations Dried Ginger Candy Vaccum Pack Dr...,Soft,Rs.307,51%,Rs.638,NA,NA,https://www.flipkart.com/soft-art-celebrations-dried-ginger-candy-vaccum-pack/p/itm37f6c03022424?pid=CMFFZHGXYV2GK2QG&lid=LSTCMFFZHGXYV2GK2QGXUXOVP&marketplace=FLIPKART&srno=b_7_269&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.CMFFZHGXYV2GK2QG.SEARCH&ssid=3z9tec61yo0000001591295045795
270,Saffola Aura Extra Virgin Olive and Flaxseed EV Blended...,Saffola,Rs.250,58%,Rs.600,4.4,35,https://www.flipkart.com/saffola-aura-extra-virgin-olive-flaxseed-ev-blended-oil-plastic-bottle/p/itmfbtxjb2xvfgph?pid=EDOF7TMYJNAZGMJZ&lid=LSTEDOF7TMYJNAZGMJZVW0WSP&marketplace=FLIPKART&srno=b_7_270&otracker=browse&fm=organic&iid=en_J%2FDVN2t%2Blu50e8d%2BTyMVOy9S%2By0nRctlZ%2Fk5WxY3w3c41JofqjVoyFZlsJHA0ye2nAxwA8DrSPvhRt%2BDJhFA6Q%3D%3D&ssid=3z9tec61yo0000001591295045795
271,FARMUP Yellow Combo (Split),FARMUP,Rs.540,22%,Rs.700,4.9,15,https://www.flipkart.com/farmup-yellow-combo-split/p/itm7fb7e65959bc1?pid=PLSFKM2UM35AZZEG&lid=LSTPLSFKM2UM35AZZEG2B3G9B&marketplace=FLIPKART&srno=b_7_271&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.PLSFKM2UM35AZZEG.SEARCH&ssid=3z9tec61yo0000001591295045795
272,PediaSure Cookies and Cream Nutrition Drink,PediaSure,Rs.520,0%,Rs.520,4.5,303,https://www.flipkart.com/pediasure-cookies-cream-nutrition-drink/p/itmf5y8pquqkdz9u?pid=ESRF3DZ2TTZRZAZM&lid=LSTESRF3DZ2TTZRZAZMRKYLXJ&marketplace=FLIPKART&srno=b_7_272&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.ESRF3DZ2TTZRZAZM.SEARCH&ssid=3z9tec61yo0000001591295045795
273,Ensure Vanilla Nutrition Drink,Ensure,Rs.295,0%,Rs.295,4.5,"6,353",https://www.flipkart.com/ensure-vanilla-nutrition-drink/p/itmfay8zk9rnvcgw?pid=ESRF3DZ2WSXS45AA&lid=LSTESRF3DZ2WSXS45AAU2IJGL&marketplace=FLIPKART&srno=b_7_273&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.ESRF3DZ2WSXS45AA.SEARCH&ssid=3z9tec61yo0000001591295045795
274,Saffola Aura Extra Virgin Olive and Flaxseed Blended Oi...,Saffola,Rs.150,54%,Rs.330,4.3,40,https://www.flipkart.com/saffola-aura-extra-virgin-olive-flaxseed-blended-oil-plastic-bottle/p/itmezwfwdharczxx?pid=EDOEZWFWDTPEBFG2&lid=LSTEDOEZWFWDTPEBFG2UTHNWQ&marketplace=FLIPKART&srno=b_7_274&otracker=browse&fm=organic&iid=en_J%2FDVN2t%2Blu50e8d%2BTyMVOy9S%2By0nRctlZ%2Fk5WxY3w3dVfpBXSuIetFEXpdvYuGLflh3w9zHin4j9x57h5D2NgA%3D%3D&ssid=3z9tec61yo0000001591295045795
